交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20200619009130193000340060108934	","20200619001100121100341662300122	",2020/6/19 11:57,2020/6/19 11:57,2020/6/19 11:57,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200619001080014304340045171541	","                    	",2020/6/19 10:28,                    ,2020/6/19 10:28,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-现金分红至余额宝,159.92,        ,交易成功    ,0,0,                    ,已收入      
"20200619334381613341 	","                    	",2020/6/19 2:53,                    ,2020/6/19 2:53,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.18-收益发放 ,0.93,        ,交易成功    ,0,0,                    ,已收入      
"20200618327846782341 	","                    	",2020/6/18 2:40,                    ,2020/6/18 2:40,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.17-收益发放 ,0.85,        ,交易成功    ,0,0,                    ,已收入      
"20200617009130193000340058316391	","20200617001100121100341661024903	",2020/6/17 18:58,2020/6/17 18:58,2020/6/17 18:58,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200617001080012204340044676919	","                    	",2020/6/17 14:59,                    ,2020/6/17 14:59,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商中证白酒指数分级-买入  ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200617001080012204340044647273	","                    	",2020/6/17 14:47,                    ,2020/6/17 14:47,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-诺安成长混合-买入      ,300,        ,交易成功    ,0,0,                    ,已支出      
"20200617009130193000340058250079	","20200617001100121100341660809579	",2020/6/17 12:14,2020/6/17 12:14,2020/6/17 12:14,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200617321354904341 	","                    	",2020/6/17 2:41,                    ,2020/6/17 2:41,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.16-收益发放 ,0.92,        ,交易成功    ,0,0,                    ,已收入      
"20200616009130193000340057200269	","20200616001100121100341660079994	",2020/6/16 11:58,2020/6/16 11:58,2020/6/16 11:58,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200616311447376341 	","                    	",2020/6/16 2:31,                    ,2020/6/16 2:31,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.15-收益发放 ,0.71,        ,交易成功    ,0,0,                    ,已收入      
"20200615009130193000340056560105	","20200615001100121100341659560272	",2020/6/15 18:31,2020/6/15 18:31,2020/6/15 18:31,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200615009130193000340056330930	","20200615001100121100341659545361	",2020/6/15 18:23,2020/6/15 18:23,2020/6/15 18:23,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200615001080012204340044149730	","                    	",2020/6/15 14:53,                    ,2020/6/15 14:53,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-易方达消费行业股票-买入   ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200615001080012204340044167874	","                    	",2020/6/15 14:53,                    ,2020/6/15 14:53,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商中证白酒指数分级-买入  ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200615001080012204340044158530	","                    	",2020/6/15 14:48,                    ,2020/6/15 14:48,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-诺安成长混合-买入      ,1000,        ,交易成功    ,0,0,                    ,已支出      
"20200615009130193000340056123275	","20200615001100121100341659342271	",2020/6/15 11:58,2020/6/15 11:58,2020/6/15 11:58,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200615001080014304340044106488	","                    	",2020/6/15 11:24,                    ,2020/6/15 11:24,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-富国稳健增强债券C-现金分红至余额宝,20.7,        ,交易成功    ,0,0,                    ,已收入      
"20200615305196278341 	","                    	",2020/6/15 2:40,                    ,2020/6/15 2:40,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.14-收益发放 ,0.91,        ,交易成功    ,0,0,                    ,已收入      
"20200614009130193000340055314701	","20200614001100121100341658862482	",2020/6/14 18:25,2020/6/14 18:25,2020/6/14 18:25,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200614009130193000340055274857	","20200614001100121100341658620768	",2020/6/14 11:49,2020/6/14 11:49,2020/6/14 11:49,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200614303079085341 	","                    	",2020/6/14 5:01,                    ,2020/6/14 5:01,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.13-收益发放 ,0.91,        ,交易成功    ,0,0,                    ,已收入      
"20200613009130193000340054731938	","20200613001100121100341658265986	",2020/6/13 19:22,2020/6/13 19:22,2020/6/13 19:22,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200613009130193000340054700375	","20200613001100121100341658048175	",2020/6/13 12:41,2020/6/13 12:41,2020/6/13 12:41,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200613395830583341 	","                    	",2020/6/13 2:49,                    ,2020/6/13 2:49,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.12-收益发放 ,0.96,        ,交易成功    ,0,0,                    ,已收入      
"20200612001080012204340043759896	","                    	",2020/6/12 14:43,                    ,2020/6/12 14:44,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-方正富邦中证保险主题-买入  ,300,        ,交易成功    ,0,0,                    ,已支出      
"20200612009130193000340053378453	","20200612001100121100341657394026	",2020/6/12 12:03,2020/6/12 12:03,2020/6/12 12:03,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200612389515304341 	","                    	",2020/6/12 2:41,                    ,2020/6/12 2:41,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.11-收益发放 ,0.98,        ,交易成功    ,0,0,                    ,已收入      
"20200611001080012204340043496364	","                    	",2020/6/11 14:47,                    ,2020/6/11 14:47,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-嘉实农业产业股票-买入    ,500,        ,交易成功    ,0,0,                    ,已支出      
"20200611001080012204340043455170	","                    	",2020/6/11 14:46,                    ,2020/6/11 14:46,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-方正富邦中证保险主题-买入  ,500,        ,交易成功    ,0,0,                    ,已支出      
"20200611009130193000340052409910	","20200611001100121100341656680225	",2020/6/11 11:13,2020/6/11 11:13,2020/6/11 11:13,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200611383137418341 	","                    	",2020/6/11 2:49,                    ,2020/6/11 2:49,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.10-收益发放 ,0.66,        ,交易成功    ,0,0,                    ,已收入      
"20200610001080012204340043199480	","                    	",2020/6/10 14:18,                    ,2020/6/10 14:18,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华安中证全指证券公司-买入  ,300,        ,交易成功    ,0,0,                    ,已支出      
"20200610001080012204340043188023	","                    	",2020/6/10 14:18,                    ,2020/6/10 14:18,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-方正富邦中证保险主题-买入  ,400,        ,交易成功    ,0,0,                    ,已支出      
"20200610009130100010340051935833	","LC2020061014070020889129723163471766	",2020/6/10 14:07,2020/6/10 14:07,2020/6/10 14:07,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-单次转入            ,8000,        ,交易成功    ,0,0,                    ,资金转移     
"20200610009130100010340051966987	","LC2020061014063920889129723163470363	",2020/6/10 14:06,                    ,2020/6/10 14:06,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-单次转入            ,8000,        ,交易关闭    ,0,0,                    ,         
"20200610009130193000340051636677	","20200610001100121100341656016797	",2020/6/10 11:59,2020/6/10 11:59,2020/6/10 11:59,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200610009130193000340051543404	","20200610001100121100341655889169	",2020/6/10 8:48,2020/6/10 8:48,2020/6/10 8:48,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200610009130193000340051658546	","20200610001100121100341655874472	",2020/6/10 8:12,2020/6/10 8:12,2020/6/10 8:12,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200610376773540341 	","                    	",2020/6/10 2:53,                    ,2020/6/10 2:53,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.09-收益发放 ,0.7,        ,交易成功    ,0,0,                    ,已收入      
"20200609369545274341 	","                    	",2020/6/9 2:45,                    ,2020/6/9 2:45,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.08-收益发放 ,0.67,        ,交易成功    ,0,0,                    ,已收入      
"20200608001080012204340042704963	","                    	",2020/6/8 14:54,                    ,2020/6/8 14:54,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-银河创新成长混合-买入    ,300,        ,交易成功    ,0,0,                    ,已支出      
"20200608001080012204340042718941	","                    	",2020/6/8 14:48,                    ,2020/6/8 14:48,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富创新医药主题混合-买入 ,300,        ,交易成功    ,0,0,                    ,已支出      
"202006081002300004340092064199	","                    	",2020/6/8 12:47,2020/6/8 12:47,2020/6/8 12:47,支付宝网站     ,即时到账交易          ,营口银行股份有限公司      ,理财赎回-营利存6号7期        ,2048,        ,交易成功    ,0,0,                    ,已收入      
"20200608009130193000340050060079	","20200608001100121100341654655792	",2020/6/8 12:01,2020/6/8 12:01,2020/6/8 12:01,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200608363973671341 	","                    	",2020/6/8 4:56,                    ,2020/6/8 4:56,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.07-收益发放 ,0.68,        ,交易成功    ,0,0,                    ,已收入      
"20200607356624184341 	","                    	",2020/6/7 2:37,                    ,2020/6/7 2:37,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.06-收益发放 ,0.68,        ,交易成功    ,0,0,                    ,已收入      
"20200606350662107341 	","                    	",2020/6/6 2:38,                    ,2020/6/6 2:38,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.05-收益发放 ,0.68,        ,交易成功    ,0,0,                    ,已收入      
"20200605344148331341 	","                    	",2020/6/5 2:33,                    ,2020/6/5 2:33,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.04-收益发放 ,0.75,        ,交易成功    ,0,0,                    ,已收入      
"20200604336769951341 	","                    	",2020/6/4 2:37,                    ,2020/6/4 2:37,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.03-收益发放 ,0.56,        ,交易成功    ,0,0,                    ,已收入      
"20200603323992180341 	","                    	",2020/6/3 2:22,                    ,2020/6/3 2:22,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.02-收益发放 ,0.5,        ,交易成功    ,0,0,                    ,已收入      
"20200601001080012404340041294088	","                    	",2020/6/2 15:45,                    ,2020/6/2 15:45,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-易方达消费行业股票-卖出至余额宝,2789.41,        ,交易成功    ,0,0,                    ,已收入      
"20200602322548922341 	","                    	",2020/6/2 2:35,                    ,2020/6/2 2:35,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.06.01-收益发放 ,0.5,        ,交易成功    ,0,0,                    ,已收入      
"20200601313812661341 	","                    	",2020/6/1 2:35,                    ,2020/6/1 2:35,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.31-收益发放 ,0.55,        ,交易成功    ,0,0,                    ,已收入      
"20200531307234328341 	","                    	",2020/5/31 2:48,                    ,2020/5/31 2:48,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.30-收益发放 ,0.55,        ,交易成功    ,0,0,                    ,已收入      
"20200530300934145341 	","                    	",2020/5/30 2:35,                    ,2020/5/30 2:35,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.29-收益发放 ,0.55,        ,交易成功    ,0,0,                    ,已收入      
"20200529394727796341 	","                    	",2020/5/29 2:54,                    ,2020/5/29 2:54,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.28-收益发放 ,0.64,        ,交易成功    ,0,0,                    ,已收入      
"20200528383623659341 	","                    	",2020/5/28 2:27,                    ,2020/5/28 2:27,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.27-收益发放 ,0.51,        ,交易成功    ,0,0,                    ,已收入      
"20200527001080012204340040268499	","                    	",2020/5/27 9:16,                    ,2020/5/27 9:16,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200527382334792341 	","                    	",2020/5/27 3:02,                    ,2020/5/27 3:02,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.26-收益发放 ,0.56,        ,交易成功    ,0,0,                    ,已收入      
"20200525001080012404340039913347	","                    	",2020/5/26 15:24,                    ,2020/5/26 15:24,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-嘉实农业产业股票-卖出至余额宝,767.73,        ,交易成功    ,0,0,                    ,已收入      
"20200526001080012204340040069843	","                    	",2020/5/26 9:14,                    ,2020/5/26 9:14,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200526375862381341 	","                    	",2020/5/26 2:57,                    ,2020/5/26 2:57,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.25-收益发放 ,0.42,        ,交易成功    ,0,0,                    ,已收入      
"20200525001080012204340039924240	","                    	",2020/5/25 14:46,                    ,2020/5/25 14:46,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘中证电子ETF联接A-买入,500,        ,交易成功    ,0,0,                    ,已支出      
"20200525001080012204340039905655	","                    	",2020/5/25 14:45,                    ,2020/5/25 14:45,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-诺安成长混合-买入      ,500,        ,交易成功    ,0,0,                    ,已支出      
"20200525001080012204340039801442	","                    	",2020/5/25 9:29,                    ,2020/5/25 9:29,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200525364248796341 	","                    	",2020/5/25 2:18,                    ,2020/5/25 2:18,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.24-收益发放 ,0.46,        ,交易成功    ,0,0,                    ,已收入      
"20200524363205630341 	","                    	",2020/5/24 2:39,                    ,2020/5/24 2:39,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.23-收益发放 ,0.46,        ,交易成功    ,0,0,                    ,已收入      
"20200523356552231341 	","                    	",2020/5/23 2:31,                    ,2020/5/23 2:31,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.22-收益发放 ,0.49,        ,交易成功    ,0,0,                    ,已收入      
"20200521001080012404340039230939	","                    	",2020/5/22 15:58,                    ,2020/5/22 15:58,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-招商中证白酒指数分级-卖出至余额宝,3127.06,        ,交易成功    ,0,0,                    ,已收入      
"20200522001080012204340039384607	","                    	",2020/5/22 9:18,                    ,2020/5/22 9:18,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200522350217809341 	","                    	",2020/5/22 3:02,                    ,2020/5/22 3:02,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.21-收益发放 ,0.43,        ,交易成功    ,0,0,                    ,已收入      
"20200520001080012404340038957317	","                    	",2020/5/21 15:36,                    ,2020/5/21 15:36,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富创新医药主题混合-卖出至余额宝,252.93,        ,交易成功    ,0,0,                    ,已收入      
"20200521001080012204340039219076	","                    	",2020/5/21 14:53,                    ,2020/5/21 14:53,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-诺安成长混合-买入      ,500,        ,交易成功    ,0,0,                    ,已支出      
"20200521001080012204340039100346	","                    	",2020/5/21 9:22,                    ,2020/5/21 9:22,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200521339455295341 	","                    	",2020/5/21 2:37,                    ,2020/5/21 2:37,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.20-收益发放 ,0.42,        ,交易成功    ,0,0,                    ,已收入      
"20200520001080012204340038940840	","                    	",2020/5/20 14:55,                    ,2020/5/20 14:56,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-诺安成长混合-买入      ,300,        ,交易成功    ,0,0,                    ,已支出      
"20200520001080012204340038808850	","                    	",2020/5/20 9:17,                    ,2020/5/20 9:17,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200520332987675341 	","                    	",2020/5/20 2:32,                    ,2020/5/20 2:32,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.19-收益发放 ,0.47,        ,交易成功    ,0,0,                    ,已收入      
"20200519001080012204340038541000	","                    	",2020/5/19 9:14,                    ,2020/5/19 9:14,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200519332909196341 	","                    	",2020/5/19 5:38,                    ,2020/5/19 5:38,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.18-收益发放 ,0.49,        ,交易成功    ,0,0,                    ,已收入      
"20200518001080012204340038381114	","                    	",2020/5/18 14:52,                    ,2020/5/18 14:52,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-诺安成长混合-买入      ,500,        ,交易成功    ,0,0,                    ,已支出      
"20200518001080012204340038233591	","                    	",2020/5/18 9:30,                    ,2020/5/18 9:30,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200518325218768341 	","                    	",2020/5/18 2:35,                    ,2020/5/18 2:35,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.17-收益发放 ,0.51,        ,交易成功    ,0,0,                    ,已收入      
"20200518009130101000340030827785	","20200518009130501000340072567055	",2020/5/18 1:40,2020/5/18 1:40,2020/5/18 1:40,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-自动转入            ,47,        ,交易成功    ,0,0,                    ,资金转移     
"20200517009130194000340030493608	","20200517001100121100341640393878	",2020/5/17 17:56,2020/5/17 17:56,2020/5/17 17:56,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200517314966623341 	","                    	",2020/5/17 2:04,                    ,2020/5/17 2:04,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.16-收益发放 ,0.59,        ,交易成功    ,0,0,                    ,已收入      
"20200516312928380341 	","                    	",2020/5/16 2:40,                    ,2020/5/16 2:40,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.15-收益发放 ,0.74,        ,交易成功    ,0,0,                    ,已收入      
"20200515001080012204340037910772	","                    	",2020/5/15 9:18,                    ,2020/5/15 9:18,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200515308050883341 	","                    	",2020/5/15 2:42,                    ,2020/5/15 2:42,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.14-收益发放 ,0.53,        ,交易成功    ,0,0,                    ,已收入      
"20200514001080012204340037740032	","                    	",2020/5/14 14:53,                    ,2020/5/14 14:53,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-方正富邦中证保险主题-买入  ,200,        ,交易成功    ,0,0,                    ,已支出      
"20200514001080012204340037746853	","                    	",2020/5/14 14:52,                    ,2020/5/14 14:52,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-嘉实物流产业股票A-买入   ,300,        ,交易成功    ,0,0,                    ,已支出      
"20200514001080012204340037688503	","                    	",2020/5/14 13:31,                    ,2020/5/14 13:31,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-华安中证全指证券公司-买入  ,500,        ,交易成功    ,0,0,                    ,已支出      
"20200514001080012204340037619069	","                    	",2020/5/14 9:21,                    ,2020/5/14 9:21,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200514396918469341 	","                    	",2020/5/14 2:33,                    ,2020/5/14 2:33,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.13-收益发放 ,0.56,        ,交易成功    ,0,0,                    ,已收入      
"20200513001080012204340037363007	","                    	",2020/5/13 9:16,                    ,2020/5/13 9:16,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200513395062356341 	","                    	",2020/5/13 2:43,                    ,2020/5/13 2:43,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.12-收益发放 ,0.64,        ,交易成功    ,0,0,                    ,已收入      
"20200512009130193000340025439209	","20200512001100121100341636972874	",2020/5/12 11:54,2020/5/12 11:54,2020/5/12 11:54,支付宝网站     ,即时到账交易          ,兴证全球基金管理有限公司    ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20200512001080012204340037135346	","                    	",2020/5/12 9:14,                    ,2020/5/12 9:14,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200512389853072341 	","                    	",2020/5/12 2:31,                    ,2020/5/12 2:31,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2020.05.11-收益发放 ,0.31,        ,交易成功    ,0,0,                    ,已收入      
"20200511001080012204340036974680	","                    	",2020/5/11 14:57,                    ,2020/5/11 14:57,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,200,        ,交易成功    ,0,0,                    ,已支出      
"20200511001080012204340036979065	","                    	",2020/5/11 14:57,                    ,2020/5/11 14:57,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-诺安成长混合-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
"20200511001080012204340036985879	","                    	",2020/5/11 14:55,                    ,2020/5/11 14:55,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-嘉实农业产业股票-买入    ,200,        ,交易成功    ,0,0,                    ,已支出      
"20200511001080012204340036812311	","                    	",2020/5/11 9:30,                    ,2020/5/11 9:30,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华丰禄债券-买入      ,100,        ,交易成功    ,0,0,                    ,已支出      
