交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20191117009130193000340094638749	","20191117001100121100341650464996	",2019/11/17 11:58,2019/11/17 11:58,2019/11/17 11:58,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20191117009130193000340094448421	","20191117001100121100341650447074	",2019/11/17 11:53,2019/11/17 11:53,2019/11/17 11:53,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20191117318383564341 	","                    	",2019/11/17 2:30,                    ,2019/11/17 2:30,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.16-收益发放 ,0.67,        ,交易成功    ,0,0,                    ,已收入      
"20191116009130193000340094198355	","20191116001100121100341650269190	",2019/11/16 19:32,2019/11/16 19:32,2019/11/16 19:32,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20191116009130193000340094023209	","20191116001100121100341650087248	",2019/11/16 11:38,2019/11/16 11:38,2019/11/16 11:38,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,1,        ,交易成功    ,0,0,                    ,资金转移     
"20191116310985087341 	","                    	",2019/11/16 2:07,                    ,2019/11/16 2:07,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.15-收益发放 ,0.49,        ,交易成功    ,0,0,                    ,已收入      
"20191115001080012204340001050517	","                    	",2019/11/15 14:18,                    ,2019/11/15 14:18,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富创新医药主题混合-买入 ,400,        ,交易成功    ,0,0,                    ,已支出      
"20191115001080012204340001044962	","                    	",2019/11/15 14:08,                    ,2019/11/15 14:08,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-景顺长城新兴成长混合-买入  ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191115303392929341 	","                    	",2019/11/15 2:29,                    ,2019/11/15 2:29,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.14-收益发放 ,0.72,        ,交易成功    ,0,0,                    ,已收入      
"20191114395974605341 	","                    	",2019/11/14 2:31,                    ,2019/11/14 2:31,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.13-收益发放 ,0.74,        ,交易成功    ,0,0,                    ,已收入      
"20191113001080012204340000572099	","                    	",2019/11/13 14:48,                    ,2019/11/13 14:48,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富上证综合指数-买入   ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191113384974419341 	","                    	",2019/11/13 2:16,                    ,2019/11/13 2:16,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.12-收益发放 ,0.83,        ,交易成功    ,0,0,                    ,已收入      
"20191112001080012204340000317937	","                    	",2019/11/12 12:36,                    ,2019/11/12 12:37,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,500,        ,交易成功    ,0,0,                    ,已支出      
"20191112001080012204340000316555	","                    	",2019/11/12 12:35,                    ,2019/11/12 12:35,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华中证信息技术指数-买入  ,400,        ,交易成功    ,0,0,                    ,已支出      
"20191112377037110341 	","                    	",2019/11/12 2:26,                    ,2019/11/12 2:26,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.11-收益发放 ,0.28,        ,交易成功    ,0,0,                    ,已收入      
"20191111001080012204340000110850	","                    	",2019/11/11 13:44,                    ,2019/11/11 13:44,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华中证信息技术指数-买入  ,300,        ,交易成功    ,0,0,                    ,已支出      
"20191111001080012204340000112220	","                    	",2019/11/11 13:41,                    ,2019/11/11 13:42,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,500,        ,交易成功    ,0,0,                    ,已支出      
"20191111374065461341 	","                    	",2019/11/11 4:35,                    ,2019/11/11 4:35,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.10-收益发放 ,0.28,        ,交易成功    ,0,0,                    ,已收入      
"20191110365389483341 	","                    	",2019/11/10 2:24,                    ,2019/11/10 2:24,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.09-收益发放 ,0.28,        ,交易成功    ,0,0,                    ,已收入      
"20191109355274998341 	","                    	",2019/11/9 3:14,                    ,2019/11/9 3:14,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.08-收益发放 ,0.2,        ,交易成功    ,0,0,                    ,已收入      
"20191108009130100010340089207829	","LC2019110818474520889129723163471221	",2019/11/8 18:47,2019/11/8 18:47,2019/11/8 18:47,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,7950,        ,交易成功    ,0,0,                    ,资金转移     
"20191108009130100010340089204036	","LC2019110817310420889129723163470161	",2019/11/8 17:31,                    ,2019/11/8 17:31,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,7900,        ,交易关闭    ,0,0,                    ,         
"20191108001080012204340099758433	","                    	",2019/11/8 12:58,                    ,2019/11/8 12:58,支付宝网站     ,即时到账交易          ,博时黄金-蚂蚁（杭州）基金销售有限公司,博时黄金-买入             ,300,        ,交易成功    ,0,0,                    ,已支出      
"20191108348536318341 	","                    	",2019/11/8 5:29,                    ,2019/11/8 5:29,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.07-收益发放 ,0.25,        ,交易成功    ,0,0,                    ,已收入      
"20191107338521135341 	","                    	",2019/11/7 2:27,                    ,2019/11/7 2:27,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.06-收益发放 ,0.31,        ,交易成功    ,0,0,                    ,已收入      
"20191106001080012204340099205191	","                    	",2019/11/6 14:25,                    ,2019/11/6 14:25,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华中证信息技术指数-买入  ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191106001080012204340099202597	","                    	",2019/11/6 13:33,                    ,2019/11/6 13:33,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富创新医药主题混合-买入 ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191106001080012204340099201642	","                    	",2019/11/6 13:31,                    ,2019/11/6 13:31,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华中证信息技术指数-买入  ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191106001080012204340099199865	","                    	",2019/11/6 12:15,                    ,2019/11/6 12:15,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-景顺长城新兴成长混合-买入  ,300,        ,交易成功    ,0,0,                    ,已支出      
"20191106330394396341 	","                    	",2019/11/6 2:24,                    ,2019/11/6 2:24,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.05-收益发放 ,0.51,        ,交易成功    ,0,0,                    ,已收入      
"20191105322251687341 	","                    	",2019/11/5 2:24,                    ,2019/11/5 2:24,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.04-收益发放 ,0.57,        ,交易成功    ,0,0,                    ,已收入      
"20191104314278207341 	","                    	",2019/11/4 2:25,                    ,2019/11/4 2:25,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.03-收益发放 ,0.49,        ,交易成功    ,0,0,                    ,已收入      
"20191104009130101000340086329889	","20191104009130501000340052454053	",2019/11/4 1:47,2019/11/4 1:47,2019/11/4 1:47,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,1.51,        ,交易成功    ,0,0,                    ,资金转移     
"20191103304392242341 	","                    	",2019/11/3 2:24,                    ,2019/11/3 2:24,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.02-收益发放 ,0.49,        ,交易成功    ,0,0,                    ,已收入      
"20191103009130101000340085683492	","20191103009130501000340051989756	",2019/11/3 1:47,2019/11/3 1:47,2019/11/3 1:47,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,1.15,        ,交易成功    ,0,0,                    ,资金转移     
"20191102396839982341 	","                    	",2019/11/2 2:22,                    ,2019/11/2 2:22,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.11.01-收益发放 ,0.44,        ,交易成功    ,0,0,                    ,已收入      
"20191101390148659341 	","                    	",2019/11/1 2:40,                    ,2019/11/1 2:40,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.31-收益发放 ,0.41,        ,交易成功    ,0,0,                    ,已收入      
"20191031001080012204340098172262	","                    	",2019/10/31 12:51,                    ,2019/10/31 12:51,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘沪深300指数A-买入  ,500,        ,交易成功    ,0,0,                    ,已支出      
"20191031001080070004340002670037	","                    	",2019/10/31 12:49,                    ,2019/10/31 12:49,支付宝网站     ,即时到账交易          ,基金组合-蚂蚁（杭州）基金销售有限公司,基金组合-易方达余额佳-买入      ,2000,        ,交易成功    ,0,0,                    ,已支出      
"20191031382562372341 	","                    	",2019/10/31 2:25,                    ,2019/10/31 2:25,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.30-收益发放 ,0.68,        ,交易成功    ,0,0,                    ,已收入      
"20191031009130101000340083473819	","20191031009130501000340050487920	",2019/10/31 1:47,2019/10/31 1:47,2019/10/31 1:47,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,0.41,        ,交易成功    ,0,0,                    ,资金转移     
"20191030593475793405 	","201910301002300004340059564005-NORMAL_BUY	",2019/10/30 16:25,2019/10/30 16:25,2019/10/30 16:25,其他（包括阿里巴巴和外部商家）,即时到账交易          ,长江养老保险股份有限公司    ,理财买入-长江养老添年享        ,1000,        ,交易成功    ,0,0,                    ,已支出      
"20191030585956743405 	","201910211002300002340047656379-AUTH_UNFREEZE	",2019/10/30 8:55,2019/10/30 8:55,2019/10/30 8:55,其他（包括阿里巴巴和外部商家）,预订交易            ,建**********公司   ,理财买入-建信养老飞月宝        ,1000,        ,解冻成功    ,0,0,                    ,解冻       
"20191030369010126341 	","                    	",2019/10/30 2:20,                    ,2019/10/30 2:20,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.29-收益发放 ,0.09,        ,交易成功    ,0,0,                    ,已收入      
"20191030009130101000340082863396	","20191030009130501000340049327895	",2019/10/30 1:47,2019/10/30 1:47,2019/10/30 1:47,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,21,        ,交易成功    ,0,0,                    ,资金转移     
"20191029001080012204340097702406	","                    	",2019/10/29 13:04,                    ,2019/10/29 13:04,支付宝网站     ,即时到账交易          ,博时黄金-蚂蚁（杭州）基金销售有限公司,博时黄金-买入             ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191029001080012204340097701036	","                    	",2019/10/29 13:00,                    ,2019/10/29 13:00,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-工银瑞信全球股票(QDII)-买入,200,        ,交易成功    ,0,0,                    ,已支出      
"20191029001080012204340097699996	","                    	",2019/10/29 12:56,                    ,2019/10/29 12:56,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-鹏华中证信息技术指数-买入  ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191029001080012204340097701176	","                    	",2019/10/29 12:47,                    ,2019/10/29 12:47,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富创新医药主题混合-买入 ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191029001080012204340097701285	","                    	",2019/10/29 12:45,                    ,2019/10/29 12:45,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富创新医药主题混合-买入 ,100,        ,交易成功    ,0,0,                    ,已支出      
"20191029366482147341 	","                    	",2019/10/29 2:25,                    ,2019/10/29 2:25,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.28-收益发放 ,0.1,        ,交易成功    ,0,0,                    ,已收入      
"20191028009130100010340082011025	","LC2019102817512920889129723163471083	",2019/10/28 17:51,2019/10/28 17:51,2019/10/28 17:51,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,10000,        ,交易成功    ,0,0,                    ,资金转移     
"20191028354039834341 	","                    	",2019/10/28 2:25,                    ,2019/10/28 2:25,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.27-收益发放 ,0.11,        ,交易成功    ,0,0,                    ,已收入      
"20191027350408552341 	","                    	",2019/10/27 2:26,                    ,2019/10/27 2:26,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.26-收益发放 ,0.11,        ,交易成功    ,0,0,                    ,已收入      
"20191026340966528341 	","                    	",2019/10/26 2:26,                    ,2019/10/26 2:26,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.25-收益发放 ,0.1,        ,交易成功    ,0,0,                    ,已收入      
"20191025330689336341 	","                    	",2019/10/25 2:19,                    ,2019/10/25 2:19,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.24-收益发放 ,0.09,        ,交易成功    ,0,0,                    ,已收入      
"20191025009130101000340079784496	","20191025009130501000340046962373	",2019/10/25 1:47,2019/10/25 1:47,2019/10/25 1:47,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,13.6,        ,交易成功    ,0,0,                    ,资金转移     
"20191024324195807341 	","                    	",2019/10/24 2:26,                    ,2019/10/24 2:26,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.23-收益发放 ,0.11,        ,交易成功    ,0,0,                    ,已收入      
"20191023313838206341 	","                    	",2019/10/23 2:19,                    ,2019/10/23 2:19,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.22-收益发放 ,0.12,        ,交易成功    ,0,0,                    ,已收入      
"20191022398929975341 	","                    	",2019/10/22 2:25,                    ,2019/10/22 2:25,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.21-收益发放 ,0.14,        ,交易成功    ,0,0,                    ,已收入      
"20191021488530773405 	","201910211002300002340047656379-AUTH_FREEZE	",2019/10/21 12:45,2019/10/21 12:45,2019/10/21 12:45,其他（包括阿里巴巴和外部商家）,预订交易            ,建**********公司   ,理财买入-建信养老飞月宝        ,1000,        ,冻结成功    ,0,0,                    ,冻结       
"20191021396018599341 	","                    	",2019/10/21 2:08,                    ,2019/10/21 2:08,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.20-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20191020387864971341 	","                    	",2019/10/20 2:19,                    ,2019/10/20 2:19,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.19-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20191019375727813341 	","                    	",2019/10/19 2:21,                    ,2019/10/19 2:21,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.18-收益发放 ,0.34,        ,交易成功    ,0,0,                    ,已收入      
"20191018371938222341 	","                    	",2019/10/18 2:20,                    ,2019/10/18 2:20,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.17-收益发放 ,0.3,        ,交易成功    ,0,0,                    ,已收入      
"20191018009130175990340075880993	","20191017202265888034-121	",2019/10/18 1:11,2019/10/18 1:11,2019/10/18 1:11,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,红包奖励发放              ,0.01,        ,交易成功    ,0,0,                    ,资金转移     
"20191017359866116341 	","                    	",2019/10/17 2:20,                    ,2019/10/17 2:20,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.16-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20191017009130175990340075341696	","20191016202256201234-121	",2019/10/17 1:36,2019/10/17 1:36,2019/10/17 1:36,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,红包奖励发放              ,0.01,        ,交易成功    ,0,0,                    ,资金转移     
"20191016351116613341 	","                    	",2019/10/16 2:04,                    ,2019/10/16 2:04,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.15-收益发放 ,0.27,        ,交易成功    ,0,0,                    ,已收入      
"20191016009130175990340074715043	","20191015202251687434-121	",2019/10/16 0:31,2019/10/16 0:31,2019/10/16 0:31,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,红包奖励发放              ,0.01,        ,交易成功    ,0,0,                    ,资金转移     
"20191015346127768341 	","                    	",2019/10/15 2:10,                    ,2019/10/15 2:10,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.14-收益发放 ,0.28,        ,交易成功    ,0,0,                    ,已收入      
"20191014342056912341 	","                    	",2019/10/14 2:19,                    ,2019/10/14 2:19,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.13-收益发放 ,0.33,        ,交易成功    ,0,0,                    ,已收入      
"20191013407344783405 	","201910131002300004340057238535-NORMAL_BUY	",2019/10/13 16:29,2019/10/13 16:29,2019/10/13 16:29,其他（包括阿里巴巴和外部商家）,即时到账交易          ,平安养老保险股份有限公司    ,理财买入-平安富盈45天        ,2000,        ,交易成功    ,0,0,                    ,已支出      
"20191013407627793405 	","201910131002300004340057226267-NORMAL_BUY	",2019/10/13 16:28,2019/10/13 16:29,2019/10/13 16:28,其他（包括阿里巴巴和外部商家）,即时到账交易          ,平安养老保险股份有限公司    ,理财买入-平安富盈45天        ,2000,        ,交易成功    ,0,0,                    ,已支出      
"20191013337890284341 	","                    	",2019/10/13 2:19,                    ,2019/10/13 2:19,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.12-收益发放 ,0.62,        ,交易成功    ,0,0,                    ,已收入      
"20191012334259655341 	","                    	",2019/10/12 2:02,                    ,2019/10/12 2:02,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.11-收益发放 ,0.64,        ,交易成功    ,0,0,                    ,已收入      
"20191011331892526341 	","                    	",2019/10/11 2:38,                    ,2019/10/11 2:38,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.10-收益发放 ,0.04,        ,交易成功    ,0,0,                    ,已收入      
"20191010009130100010340071511501	","LC2019101011261220889129723163473677	",2019/10/10 11:26,2019/10/10 11:26,2019/10/10 11:26,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,8050,        ,交易成功    ,0,0,                    ,资金转移     
"20191010324217849341 	","                    	",2019/10/10 2:18,                    ,2019/10/10 2:18,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.09-收益发放 ,0.01,        ,交易成功    ,0,0,                    ,已收入      
"20191009001080012204340093848029	","                    	",2019/10/9 12:50,                    ,2019/10/9 12:50,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,200,        ,交易成功    ,0,0,                    ,已支出      
"20191009009130100010340070838997	","LC2019100912500120889129723163478619	",2019/10/9 12:50,2019/10/9 12:50,2019/10/9 12:50,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,567.35,        ,交易成功    ,0,0,                    ,资金转移     
"20191009322573892341 	","                    	",2019/10/9 2:22,                    ,2019/10/9 2:22,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.08-收益发放 ,0.01,        ,交易成功    ,0,0,                    ,已收入      
"20191008318380784341 	","                    	",2019/10/8 2:22,                    ,2019/10/8 2:22,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.07-收益发放 ,0.01,        ,交易成功    ,0,0,                    ,已收入      
"20191007312234302341 	","                    	",2019/10/7 2:32,                    ,2019/10/7 2:32,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.06-收益发放 ,0.01,        ,交易成功    ,0,0,                    ,已收入      
"20191006310874448341 	","                    	",2019/10/6 2:11,                    ,2019/10/6 2:11,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.05-收益发放 ,0.01,        ,交易成功    ,0,0,                    ,已收入      
"20191005308345781341 	","                    	",2019/10/5 5:17,                    ,2019/10/5 5:17,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.04-收益发放 ,0.01,        ,交易成功    ,0,0,                    ,已收入      
"20191004304399903341 	","                    	",2019/10/4 4:15,                    ,2019/10/4 4:15,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.03-收益发放 ,0.09,        ,交易成功    ,0,0,                    ,已收入      
"20191003009130100010340067871349	","LC2019100310135620889129723163475947	",2019/10/3 10:13,2019/10/3 10:14,2019/10/3 10:13,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-单次转入            ,950,        ,交易成功    ,0,0,                    ,资金转移     
"20191003397968349341 	","                    	",2019/10/3 2:06,                    ,2019/10/3 2:06,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.02-收益发放 ,0.09,        ,交易成功    ,0,0,                    ,已收入      
"20191002394154250341 	","                    	",2019/10/2 2:07,                    ,2019/10/2 2:07,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.10.01-收益发放 ,0.09,        ,交易成功    ,0,0,                    ,已收入      
"20191001392559753341 	","                    	",2019/10/1 2:24,                    ,2019/10/1 2:24,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.30-收益发放 ,0.18,        ,交易成功    ,0,0,                    ,已收入      
"20190930001080012204340093222643	","                    	",2019/9/30 13:00,                    ,2019/9/30 13:00,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-汇添富上证综合指数-买入   ,100,        ,交易成功    ,0,0,                    ,已支出      
"20190930386348681341 	","                    	",2019/9/30 2:20,                    ,2019/9/30 2:20,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.29-收益发放 ,0.22,        ,交易成功    ,0,0,                    ,已收入      
"20190929386426738341 	","                    	",2019/9/29 6:14,                    ,2019/9/29 6:14,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.28-收益发放 ,0.19,        ,交易成功    ,0,0,                    ,已收入      
"20190928381090755341 	","                    	",2019/9/28 2:22,                    ,2019/9/28 2:22,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.27-收益发放 ,0.2,        ,交易成功    ,0,0,                    ,已收入      
"20190927374824433341 	","                    	",2019/9/27 2:16,                    ,2019/9/27 2:16,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.26-收益发放 ,0.18,        ,交易成功    ,0,0,                    ,已收入      
"20190926001080012204340092770408	","                    	",2019/9/26 12:49,                    ,2019/9/26 12:49,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,500,        ,交易成功    ,0,0,                    ,已支出      
"20190926370878225341 	","                    	",2019/9/26 2:16,                    ,2019/9/26 2:16,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.25-收益发放 ,0.22,        ,交易成功    ,0,0,                    ,已收入      
"20190925001080012204340092549836	","                    	",2019/9/25 13:00,                    ,2019/9/25 13:00,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,100,        ,交易成功    ,0,0,                    ,已支出      
"20190925001080012204340092546562	","                    	",2019/9/25 12:11,                    ,2019/9/25 12:11,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-南方创业板ETF联接C-买入 ,100,        ,交易成功    ,0,0,                    ,已支出      
"20190925368007658341 	","                    	",2019/9/25 2:17,                    ,2019/9/25 2:17,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.24-收益发放 ,0.27,        ,交易成功    ,0,0,                    ,已收入      
"20190924361718612341 	","                    	",2019/9/24 2:13,                    ,2019/9/24 2:13,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.23-收益发放 ,0.22,        ,交易成功    ,0,0,                    ,已收入      
"20190923360506267341 	","                    	",2019/9/23 2:19,                    ,2019/9/23 2:19,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.22-收益发放 ,0.23,        ,交易成功    ,0,0,                    ,已收入      
"20190922354820976341 	","                    	",2019/9/22 2:20,                    ,2019/9/22 2:20,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.21-收益发放 ,0.23,        ,交易成功    ,0,0,                    ,已收入      
"20190921351188942341 	","                    	",2019/9/21 2:13,                    ,2019/9/21 2:13,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.20-收益发放 ,0.24,        ,交易成功    ,0,0,                    ,已收入      
"20190921009130101000340061379456	","20190921009130501000340028235804	",2019/9/21 1:46,2019/9/21 1:46,2019/9/21 1:46,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-自动转入            ,58.2,        ,交易成功    ,0,0,                    ,资金转移     
"20190920346241364341 	","                    	",2019/9/20 2:11,                    ,2019/9/20 2:11,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.19-收益发放 ,0.23,        ,交易成功    ,0,0,                    ,已收入      
"20190919344721393341 	","                    	",2019/9/19 2:22,                    ,2019/9/19 2:22,支付宝网站     ,即时到账交易          ,兴全基金管理有限公司      ,余额宝-2019.09.18-收益发放 ,0.23,        ,交易成功    ,0,0,                    ,已收入      
